rule_key,domain,severity,status,device_id,zone_id,hall_id,event_timestamp,detected_at,trigger_value,threshold_value,message,escalation_level,metadata,recommended_action,action_status,auto_response_executed,acknowledged_by,acknowledged_at,resolved_at,response_type,response_action
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB11,zoneB,HZB02,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,18.12,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.12 < 20.,0,"{""readingId"": ""5ed992e6-3345-4e36-8caf-2c702e8b8246"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 02:51:00+00:00,2026-01-28 04:39:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZA35,zoneA,HZA06,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,19.21,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=19.21 < 20.,0,"{""readingId"": ""5f15b311-8c1f-4a2c-900e-9bdbeb074e89"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 12:12:00+00:00,2026-01-29 08:09:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB23,zoneB,HZB04,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,19.22,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=19.22 < 20.,0,"{""readingId"": ""467e3db9-ce85-4c86-acb5-6d677ca664b7"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-26 23:38:00+00:00,2026-01-26 23:55:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB29,zoneB,HZB05,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,18.93,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.93 < 20.,0,"{""readingId"": ""06c9826b-d2f0-4c24-af0e-95fabb1635ac"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-27 02:25:00+00:00,2026-01-27 03:25:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,THSZB05,zoneB,HZB01,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,651840.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=651840.0 > 60.,0,"{""readingId"": ""ef8331ab-af09-41f6-bc14-7cc0540d2b1e"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,103,2026-01-27 16:21:00+00:00,2026-01-28 10:17:00+00:00,MANUAL,Check device connectivity
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB17,zoneB,HZB03,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""05c463ad-9c84-4122-bd97-38b0a36d7b6c"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 04:01:00+00:00,2026-01-29 00:43:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,OCCZD10,zoneD,HZD02,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,851940.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=851940.0 > 60.,0,"{""readingId"": ""54eb8e37-a5b0-4791-876a-eef00d4815b9"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,104,2026-01-27 05:58:00+00:00,2026-01-27 16:24:00+00:00,MANUAL,Check device connectivity
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,CAMZB13,zoneB,HZB03,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,318300.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=318300.0 > 60.,0,"{""readingId"": ""5db41c4f-10ee-414b-818d-f0e9ab665c72"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,101,2026-01-27 12:55:00+00:00,2026-01-28 09:00:00+00:00,MANUAL,Check device connectivity
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,OCCZA34,zoneA,HZA06,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,357960.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=357960.0 > 60.,0,"{""readingId"": ""f970cede-71ca-4900-a64a-78353cdacc34"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,104,2026-01-27 02:56:00+00:00,2026-01-28 20:49:00+00:00,MANUAL,Check device connectivity
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZD16,zoneD,HZD03,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,18.09,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.09 < 20.,0,"{""readingId"": ""a80aa59d-e94a-416e-bd89-2b52e1187a99"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 12:40:00+00:00,2026-01-29 04:42:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC29,zoneC,HZC06,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,19.44,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=19.44 < 20.,0,"{""readingId"": ""6303c112-f655-426a-a4b0-718a24293f4f"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-26 23:43:00+00:00,2026-01-28 15:11:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZD31,zoneD,HZD06,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,19.34,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=19.34 < 20.,0,"{""readingId"": ""780b4733-1287-4ffb-a163-dd6395f38e00"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-27 15:30:00+00:00,2026-01-28 14:50:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC14,zoneC,HZC03,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""de769e2c-de26-48df-9580-7217ac76cd82"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-27 03:28:00+00:00,2026-01-27 21:54:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC24,zoneC,HZC05,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,18.77,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.77 < 20.,0,"{""readingId"": ""d44bf934-da26-4dad-a6e5-567f8be4079d"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 03:12:00+00:00,2026-01-28 19:28:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC19,zoneC,HZC04,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,19.07,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=19.07 < 20.,0,"{""readingId"": ""94d1801a-99c1-4c58-9f2c-a99ca944634a"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-26 20:59:00+00:00,2026-01-28 17:12:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC09,zoneC,HZC02,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,18.28,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.28 < 20.,0,"{""readingId"": ""6cbe129e-1200-4ee9-9361-aa6fe4a46a2d"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-26 22:44:00+00:00,2026-01-28 14:28:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,THSZB47,zoneB,HZB08,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,93900.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=93900.0 > 60.,0,"{""readingId"": ""8ff33a79-8d2b-4c08-bc0f-c20cc2cbfbd2"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,103,2026-01-27 08:14:00+00:00,2026-01-28 02:07:00+00:00,MANUAL,Check device connectivity
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,OCCZB45,zoneB,HZB08,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,360540.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=360540.0 > 60.,0,"{""readingId"": ""45ab469a-7da9-43fe-b977-3706122664ad"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,102,2026-01-27 02:41:00+00:00,2026-01-28 07:10:00+00:00,MANUAL,Check device connectivity
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZD05,zoneD,HZD01,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,18.64,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.64 < 20.,0,"{""readingId"": ""ec90c718-bfc1-4fe2-9ab7-f5ec2a193777"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 07:45:00+00:00,2026-01-29 05:19:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,CAMZB44,zoneB,HZB08,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,791040.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=791040.0 > 60.,0,"{""readingId"": ""214b9ca1-8e7e-4440-bced-f122892bb56e"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,103,2026-01-27 00:37:00+00:00,2026-01-27 05:30:00+00:00,MANUAL,Check device connectivity
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC04,zoneC,HZC01,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""74092740-9fbf-4b53-8222-ed4d4fd30155"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 02:35:00+00:00,2026-01-27 15:47:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZD26,zoneD,HZD05,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""14b46b5f-8366-4dc8-95e5-e3f2af8c3fe6"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-26 22:57:00+00:00,2026-01-27 13:09:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZD21,zoneD,HZD04,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""bfc4c5ed-9f53-47a1-b464-a63e2a77c801"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 07:56:00+00:00,2026-01-28 05:15:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SUS_POWER_SPIKE_001,SUSTAINABILITY,HIGH,NEW,EMETERZC01,zoneC,,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,215.66,50.0,SUS_POWER_SPIKE_001 triggered: hvacPowerKW=215.66 > 50.,1,"{""readingId"": ""e4a6c788-344d-439b-b4f3-d63b320fd0e4"", ""readingType"": ""hvac_energy""}",Review HVAC efficiency and load,PENDING,False,101,2026-01-27 15:57:00+00:00,2026-01-28 19:01:00+00:00,MANUAL,Review HVAC efficiency and load
SUS_POWER_SPIKE_001,SUSTAINABILITY,HIGH,NEW,EMETERZB01,zoneB,,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,291.11,50.0,SUS_POWER_SPIKE_001 triggered: hvacPowerKW=291.11 > 50.,1,"{""readingId"": ""4295a252-ae1a-4688-8a24-f9f5ebeb49c7"", ""readingType"": ""hvac_energy""}",Review HVAC efficiency and load,PENDING,False,102,2026-01-27 05:37:00+00:00,2026-01-28 06:23:00+00:00,MANUAL,Review HVAC efficiency and load
SUS_POWER_SPIKE_001,SUSTAINABILITY,HIGH,NEW,EMETERZA01,zoneA,,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,220.33,50.0,SUS_POWER_SPIKE_001 triggered: hvacPowerKW=220.33 > 50.,1,"{""readingId"": ""8d8d599a-c657-46ff-85af-57e25b2e853a"", ""readingType"": ""hvac_energy""}",Review HVAC efficiency and load,PENDING,False,103,2026-01-27 14:04:00+00:00,2026-01-29 11:16:00+00:00,MANUAL,Review HVAC efficiency and load
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB41,zoneB,HZB07,2026-01-26T18:53:00+00:00,2026-01-26 18:53:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""a730b76d-f1f0-4fe8-887b-b94e23aa95c8"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 07:31:00+00:00,2026-01-29 05:53:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZA12,zoneA,HZA02,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,19.05,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=19.05 < 20.,0,"{""readingId"": ""3240c142-7c93-4d42-96d4-28ea12ed1f2a"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-27 07:55:00+00:00,2026-01-27 10:50:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZA30,zoneA,HZA05,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""c0e5dd4e-417f-4fe2-9d80-ae18b3e00e7d"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 17:53:00+00:00,2026-01-29 17:13:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SUS_POWER_SPIKE_001,SUSTAINABILITY,HIGH,NEW,EMETERZD01,zoneD,,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,236.21,50.0,SUS_POWER_SPIKE_001 triggered: hvacPowerKW=236.21 > 50.,1,"{""readingId"": ""466b8713-71d6-413e-95ae-8e4e87d7c32d"", ""readingType"": ""hvac_energy""}",Review HVAC efficiency and load,PENDING,False,101,2026-01-27 02:10:00+00:00,2026-01-28 07:01:00+00:00,MANUAL,Review HVAC efficiency and load
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZA18,zoneA,HZA03,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""e2c3bb8b-00fd-46dd-b27b-96e3d72ebf86"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 06:03:00+00:00,2026-01-27 14:32:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,ENVZA07,zoneA,HZA01,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,237840.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=237840.0 > 60.,0,"{""readingId"": ""02be1fed-52fd-4943-b2b8-2dcfd748eec9"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,103,2026-01-26 22:15:00+00:00,2026-01-27 00:06:00+00:00,MANUAL,Check device connectivity
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZA24,zoneA,HZA04,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,18.83,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.83 < 20.,0,"{""readingId"": ""d501b0f2-4720-4e62-8a1d-7ed809f804cf"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 12:19:00+00:00,2026-01-28 02:58:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZA06,zoneA,HZA01,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""a2f38cc7-4721-40f5-a817-f3fed69ef830"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 14:37:00+00:00,2026-01-28 12:36:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB11,zoneB,HZB02,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""27c6f6ec-b0c9-4682-a94a-ac84bca62144"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-26 23:26:00+00:00,2026-01-28 19:43:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,OCCZA34,zoneA,HZA06,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,272220.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=272220.0 > 60.,0,"{""readingId"": ""d64a0e59-db06-48e3-a4a9-3e014bc2c1e4"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,102,2026-01-27 00:31:00+00:00,2026-01-28 01:11:00+00:00,MANUAL,Check device connectivity
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB35,zoneB,HZB06,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""f3e4184c-0a69-400c-9ea0-8ec9dcb764aa"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 08:34:00+00:00,2026-01-29 03:33:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB29,zoneB,HZB05,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,18.84,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.84 < 20.,0,"{""readingId"": ""946bdb33-02aa-45ad-aa97-fd1b37a61fb7"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 07:30:00+00:00,2026-01-28 06:05:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,THSZB05,zoneB,HZB01,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,842100.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=842100.0 > 60.,0,"{""readingId"": ""d6001751-cadb-43f7-8cda-a71f204e646c"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,104,2026-01-27 07:57:00+00:00,2026-01-29 06:40:00+00:00,MANUAL,Check device connectivity
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZA35,zoneA,HZA06,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,19.04,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=19.04 < 20.,0,"{""readingId"": ""db4935e6-e7cf-4e4a-8d06-b320d79021d6"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-27 04:20:00+00:00,2026-01-28 01:44:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,CAMZB13,zoneB,HZB03,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,348660.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=348660.0 > 60.,0,"{""readingId"": ""b169c904-1f97-4b55-a877-12a67fec7b2c"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,101,2026-01-27 18:47:00+00:00,2026-01-28 11:47:00+00:00,MANUAL,Check device connectivity
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,OCCZD10,zoneD,HZD02,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,208140.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=208140.0 > 60.,0,"{""readingId"": ""73022d2f-1f01-48b5-b6b8-5e833cb86d65"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,102,2026-01-26 19:33:00+00:00,2026-01-27 02:57:00+00:00,MANUAL,Check device connectivity
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB23,zoneB,HZB04,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,19.11,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=19.11 < 20.,0,"{""readingId"": ""49c58f4c-f824-471f-a800-a3ea60369b87"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 03:13:00+00:00,2026-01-28 18:54:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZD16,zoneD,HZD03,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,18.0,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.0 < 20.,0,"{""readingId"": ""4a8294a6-71b3-4b5b-9ae2-65aa3f9ef174"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-26 19:59:00+00:00,2026-01-27 04:55:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZB17,zoneB,HZB03,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,18.04,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.04 < 20.,0,"{""readingId"": ""e482705f-34b2-45ff-80b7-2444e33ea63c"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 16:46:00+00:00,2026-01-28 07:36:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZD05,zoneD,HZD01,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,18.66,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.66 < 20.,0,"{""readingId"": ""62e1175c-558d-431b-8059-c40b62e3fbfc"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,102,2026-01-27 06:13:00+00:00,2026-01-27 18:49:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC24,zoneC,HZC05,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,18.63,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.63 < 20.,0,"{""readingId"": ""8aac8b45-4245-447e-b1d7-4de3538edc8f"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 13:07:00+00:00,2026-01-28 01:07:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC19,zoneC,HZC04,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,18.91,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.91 < 20.,0,"{""readingId"": ""deceed75-9670-4c94-84b3-f4f347c722a3"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,104,2026-01-27 00:29:00+00:00,2026-01-27 22:53:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC09,zoneC,HZC02,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,18.17,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=18.17 < 20.,0,"{""readingId"": ""301b319c-a2ae-4ce2-b5da-a471703c4cf6"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,101,2026-01-27 19:04:00+00:00,2026-01-29 09:00:00+00:00,AUTOMATED,Automatically adjust HVAC settings
OPS_TEMP_LOW_001,OPERATIONS,MEDIUM,NEW,THSZC29,zoneC,HZC06,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,19.47,20.0,OPS_TEMP_LOW_001 triggered: temperatureC=19.47 < 20.,0,"{""readingId"": ""68af32fa-a417-4716-a5a2-4f840a6bbd89"", ""readingType"": ""temp_humidity""}",Adjust HVAC settings,COMPLETED,True,103,2026-01-27 03:05:00+00:00,2026-01-28 16:00:00+00:00,AUTOMATED,Automatically adjust HVAC settings
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,THSZB47,zoneB,HZB08,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,143340.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=143340.0 > 60.,0,"{""readingId"": ""66784ec6-e1bc-45b7-aa2d-8fc272721a74"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,102,2026-01-27 16:42:00+00:00,2026-01-29 06:28:00+00:00,MANUAL,Check device connectivity
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,OCCZB45,zoneB,HZB08,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,254640.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=254640.0 > 60.,0,"{""readingId"": ""8e1320b3-bb7a-4ad3-ba0c-904aa048241b"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,103,2026-01-27 13:16:00+00:00,2026-01-27 15:06:00+00:00,MANUAL,Check device connectivity
SEC_HEARTBEAT_001,SECURITY,HIGH,NEW,CAMZB44,zoneB,HZB08,2026-01-26T19:08:00+00:00,2026-01-26 19:08:00+00:00,428820.0,60.0,SEC_HEARTBEAT_001 triggered: lastHeartbeat_delay=428820.0 > 60.,0,"{""readingId"": ""e1db1a9b-f1b0-40b8-9bbd-d0ba063243f5"", ""readingType"": ""heartbeat""}",Check device connectivity,PENDING,False,101,2026-01-27 18:23:00+00:00,2026-01-28 02:32:00+00:00,MANUAL,Check device connectivity
