eventId,exhibitorId,exhibitorName,boothId,boothCode,zoneId,hallId,hallName,boothSizeType,boothAreaSqm,status,assignedAt,packageTier,discountPct,amountPaidAed
EVT002,EXH0141,Sentra Dynamics PLC,EVT002_BTH_0047,HZB07-B004,zoneB,HZB07,Hall 9,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0,16800
EVT002,EXH0033,Polaris Consulting GmbH,EVT002_BTH_0048,HZB07-B005,zoneB,HZB07,Hall 9,standard,12,active,2025-12-13T08:00:00+00:00,Standard,0,20400
EVT002,EXH0027,IronGate Intelligence FZ-LLC,EVT002_BTH_0049,HZB07-B006,zoneB,HZB07,Hall 9,corner,18,active,2025-12-13T08:00:00+00:00,Premium,0,37800
EVT002,EXH0088,Lumina Technologies Ltd,EVT002_BTH_0050,HZB07-B007,zoneB,HZB07,Hall 9,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0,16800
EVT002,EXH0092,Apex Security GmbH,EVT002_BTH_0051,HZD01-B001,zoneD,HZD01,North Hall 1,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0.05,15960
EVT002,EXH0110,Lumina Security LLC,EVT002_BTH_0052,HZD01-B002,zoneD,HZD01,North Hall 1,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0,16800
EVT002,EXH0029,Sentra Analytics FZ-LLC,EVT002_BTH_0053,HZD01-B003,zoneD,HZD01,North Hall 1,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0.05,15960
EVT002,EXH0220,BluePeak Intelligence S.A.,EVT002_BTH_0054,HZD01-B004,zoneD,HZD01,North Hall 1,standard,12,active,2025-12-13T08:00:00+00:00,Standard,0.1,18360
EVT002,EXH0149,Stratus Digital GmbH,EVT002_BTH_0055,HZD01-B005,zoneD,HZD01,North Hall 1,standard,12,active,2025-12-13T08:00:00+00:00,Standard,0.1,18360
EVT002,EXH0216,Nova Systems LLC,EVT002_BTH_0056,HZD02-B001,zoneD,HZD02,North Hall 2,standard,12,active,2025-12-13T08:00:00+00:00,Standard,0,20400
EVT002,EXH0108,Cobalt Digital LLC,EVT002_BTH_0057,HZD02-B002,zoneD,HZD02,North Hall 2,standard,9,active,2025-12-13T08:00:00+00:00,Starter,0.1,11340
EVT002,EXH0226,Polaris Labs S.A.,EVT002_BTH_0058,HZD02-B003,zoneD,HZD02,North Hall 2,corner,18,active,2025-12-13T08:00:00+00:00,Standard,0,30600
EVT002,EXH0085,Kairo Services LLC,EVT002_BTH_0059,HZD03-B001,zoneD,HZD03,North Hall 3,standard,9,active,2025-12-13T08:00:00+00:00,Starter,0.1,11340
EVT002,EXH0097,Helio Security Ltd,EVT002_BTH_0060,HZD03-B002,zoneD,HZD03,North Hall 3,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0.05,15960
EVT002,EXH0240,Atlas Networks LLC,EVT002_BTH_0061,HZD03-B003,zoneD,HZD03,North Hall 3,island,36,active,2025-12-13T08:00:00+00:00,Platinum,0.1,84240
EVT002,EXH0178,Terra Labs GmbH,EVT002_BTH_0062,HZD03-B004,zoneD,HZD03,North Hall 3,standard,24,active,2025-12-13T08:00:00+00:00,Premium,0,50400
EVT002,EXH0191,Skyline Cloud GmbH,EVT002_BTH_0063,HZD03-B005,zoneD,HZD03,North Hall 3,corner,24,active,2025-12-13T08:00:00+00:00,Premium,0.15,42840
EVT002,EXH0016,Nimbus Intelligence Inc,EVT002_BTH_0064,HZD04-B001,zoneD,HZD04,North Hall 4,standard,18,active,2025-12-13T08:00:00+00:00,Premium,0.05,35910
EVT002,EXH0043,RedStone Labs Ltd,EVT002_BTH_0065,HZD05-B001,zoneD,HZD05,North Hall 5,standard,18,active,2025-12-13T08:00:00+00:00,Standard,0,30600
EVT002,EXH0113,Terra Dynamics GmbH,EVT002_BTH_0066,HZD05-B002,zoneD,HZD05,North Hall 5,corner,24,active,2025-12-13T08:00:00+00:00,Premium,0.05,47880
EVT002,EXH0087,Helio Intelligence Inc,EVT002_BTH_0067,HZD06-B001,zoneD,HZD06,North Hall 6,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0,16800
EVT002,EXH0002,Stratus Platforms GmbH,EVT002_BTH_0068,HZD06-B002,zoneD,HZD06,North Hall 6,corner,9,active,2025-12-13T08:00:00+00:00,Starter,0.1,11340
EVT002,EXH0195,Cobalt Labs FZ-LLC (EXH0195),EVT002_BTH_0069,HZA01-B001,zoneA,HZA01,South Hall 1,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0,16800
EVT002,EXH0179,Iris Services Inc,EVT002_BTH_0070,HZA01-B002,zoneA,HZA01,South Hall 1,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0,16800
EVT002,EXH0188,BluePeak Analytics LLC,EVT002_BTH_0071,HZA01-B003,zoneA,HZA01,South Hall 1,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0,16800
EVT002,EXH0232,Nexa Technologies Inc,EVT002_BTH_0072,HZA01-B004,zoneA,HZA01,South Hall 1,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0,16800
EVT002,EXH0022,Orion Security FZ-LLC,EVT002_BTH_0073,HZA01-B005,zoneA,HZA01,South Hall 1,standard,18,active,2025-12-13T08:00:00+00:00,Standard,0.05,29070
EVT002,EXH0060,IronGate Solutions S.A.,EVT002_BTH_0074,HZA01-B006,zoneA,HZA01,South Hall 1,standard,18,active,2025-12-13T08:00:00+00:00,Premium,0.1,34020
EVT002,EXH0030,Fusion Services S.A.,EVT002_BTH_0075,HZA01-B007,zoneA,HZA01,South Hall 1,standard,12,active,2025-12-13T08:00:00+00:00,Standard,0.05,19380
EVT002,EXH0078,Nimbus Solutions LLC,EVT002_BTH_0076,HZA01-B008,zoneA,HZA01,South Hall 1,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0,16800
EVT002,EXH0140,BluePeak Automation Inc,EVT002_BTH_0077,HZA01-B009,zoneA,HZA01,South Hall 1,standard,12,active,2025-12-13T08:00:00+00:00,Standard,0.1,18360
EVT002,EXH0204,Saffron Engineering Inc,EVT002_BTH_0078,HZA01-B010,zoneA,HZA01,South Hall 1,corner,12,active,2025-12-13T08:00:00+00:00,Starter,0.1,15120
EVT002,EXH0160,Keystone Cloud PLC,EVT002_BTH_0079,HZA01-B011,zoneA,HZA01,South Hall 1,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0.15,14280
EVT002,EXH0035,Saffron Dynamics GmbH,EVT002_BTH_0080,HZA01-B012,zoneA,HZA01,South Hall 1,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0,16800
EVT002,EXH0135,Helio Analytics Ltd,EVT002_BTH_0081,HZA02-B001,zoneA,HZA02,South Hall 2,standard,9,active,2025-12-13T08:00:00+00:00,Starter,0,12600
EVT002,EXH0065,Kairo Dynamics LLC,EVT002_BTH_0082,HZA02-B002,zoneA,HZA02,South Hall 2,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0.05,15960
EVT002,EXH0159,Sentra Analytics Ltd,EVT002_BTH_0083,HZA02-B003,zoneA,HZA02,South Hall 2,standard,18,active,2025-12-13T08:00:00+00:00,Premium,0,37800
EVT002,EXH0147,Atlas Engineering PLC,EVT002_BTH_0084,HZA02-B004,zoneA,HZA02,South Hall 2,standard,18,active,2025-12-13T08:00:00+00:00,Premium,0.1,34020
EVT002,EXH0121,Pulse Automation S.A.,EVT002_BTH_0085,HZA02-B005,zoneA,HZA02,South Hall 2,standard,12,active,2025-12-13T08:00:00+00:00,Standard,0.05,19380
EVT002,EXH0036,CloudNine Consulting LLC,EVT002_BTH_0086,HZA02-B006,zoneA,HZA02,South Hall 2,standard,9,active,2025-12-13T08:00:00+00:00,Starter,0.1,11340
EVT002,EXH0037,BluePeak Consulting Inc,EVT002_BTH_0087,HZA03-B001,zoneA,HZA03,South Hall 3,corner,18,active,2025-12-13T08:00:00+00:00,Premium,0,37800
EVT002,EXH0132,Terra Intelligence GmbH,EVT002_BTH_0088,HZA03-B002,zoneA,HZA03,South Hall 3,standard,18,active,2025-12-13T08:00:00+00:00,Standard,0.15,26010
EVT002,EXH0052,Lumina Networks Ltd,EVT002_BTH_0089,HZA03-B003,zoneA,HZA03,South Hall 3,corner,12,active,2025-12-13T08:00:00+00:00,Starter,0.1,15120
EVT002,EXH0122,Polaris Dynamics Ltd,EVT002_BTH_0090,HZA03-B004,zoneA,HZA03,South Hall 3,standard,18,active,2025-12-13T08:00:00+00:00,Standard,0.05,29070
EVT002,EXH0228,Kairo Security GmbH,EVT002_BTH_0091,HZA05-B001,zoneA,HZA05,South Hall 5,corner,12,active,2025-12-13T08:00:00+00:00,Standard,0,20400
EVT002,EXH0115,Helio Dynamics GmbH,EVT002_BTH_0092,HZA05-B002,zoneA,HZA05,South Hall 5,standard,9,active,2025-12-13T08:00:00+00:00,Starter,0.05,11970
EVT002,EXH0137,CloudNine Automation FZ-LLC,EVT002_BTH_0093,HZA05-B003,zoneA,HZA05,South Hall 5,standard,9,active,2025-12-13T08:00:00+00:00,Starter,0,12600
EVT002,EXH0051,SilverLine Systems Ltd,EVT002_BTH_0094,HZA05-B004,zoneA,HZA05,South Hall 5,standard,18,active,2025-12-13T08:00:00+00:00,Standard,0.15,26010
EVT002,EXH0238,Orion Networks Ltd,EVT002_BTH_0095,HZA05-B005,zoneA,HZA05,South Hall 5,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0.05,15960
EVT002,EXH0053,Kairo Labs Inc,EVT002_BTH_0096,HZA05-B006,zoneA,HZA05,South Hall 5,standard,9,active,2025-12-13T08:00:00+00:00,Starter,0.05,11970
EVT002,EXH0235,Cobalt Analytics S.A.,EVT002_BTH_0097,HZA05-B007,zoneA,HZA05,South Hall 5,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0.1,15120
EVT002,EXH0189,IronGate Dynamics LLC,EVT002_BTH_0098,HZA06-B001,zoneA,HZA06,South Hall 6,island,36,active,2025-12-13T08:00:00+00:00,Platinum,0.05,88920
EVT002,EXH0198,Saffron Networks GmbH,EVT002_BTH_0099,HZA06-B002,zoneA,HZA06,South Hall 6,standard,9,active,2025-12-13T08:00:00+00:00,Starter,0.05,11970
EVT002,EXH0230,Vertex Dynamics Ltd,EVT002_BTH_0100,HZA06-B003,zoneA,HZA06,South Hall 6,standard,9,active,2025-12-13T08:00:00+00:00,Starter,0.05,11970
EVT003,EXH0161,Skyline Analytics LLC,EVT003_BTH_0001,HZB01-B001,zoneB,HZB01,East Hall 1,corner,12,active,2025-12-15T10:00:00+00:00,Standard,0.05,19380
EVT003,EXH0109,Nova Engineering LLC,EVT003_BTH_0002,HZB01-B002,zoneB,HZB01,East Hall 1,standard,12,active,2025-12-15T10:00:00+00:00,Starter,0.1,15120
EVT003,EXH0129,CloudNine Analytics Ltd,EVT003_BTH_0003,HZB01-B003,zoneB,HZB01,East Hall 1,corner,18,active,2025-12-15T10:00:00+00:00,Standard,0.05,29070
EVT003,EXH0208,CloudNine Systems LLC,EVT003_BTH_0004,HZB01-B004,zoneB,HZB01,East Hall 1,island,18,active,2025-12-15T10:00:00+00:00,Premium,0,37800
EVT003,EXH0191,Skyline Cloud GmbH,EVT003_BTH_0005,HZB01-B005,zoneB,HZB01,East Hall 1,standard,18,active,2025-12-15T10:00:00+00:00,Standard,0,30600
EVT003,EXH0039,SilverLine Automation Inc,EVT003_BTH_0006,HZB01-B006,zoneB,HZB01,East Hall 1,standard,18,active,2025-12-15T10:00:00+00:00,Standard,0.1,27540
EVT003,EXH0181,Saffron Intelligence Inc,EVT003_BTH_0007,HZB02-B001,zoneB,HZB02,East Hall 2,standard,12,active,2025-12-15T10:00:00+00:00,Starter,0.15,14280
EVT003,EXH0127,BluePeak Networks Inc,EVT003_BTH_0008,HZB02-B002,zoneB,HZB02,East Hall 2,standard,12,active,2025-12-15T10:00:00+00:00,Starter,0.05,15960
EVT003,EXH0108,Cobalt Digital LLC,EVT003_BTH_0009,HZB02-B003,zoneB,HZB02,East Hall 2,corner,9,active,2025-12-15T10:00:00+00:00,Starter,0.1,11340
EVT003,EXH0180,Lumina Intelligence Ltd,EVT003_BTH_0010,HZB02-B004,zoneB,HZB02,East Hall 2,island,36,active,2025-12-15T10:00:00+00:00,Platinum,0.05,88920
EVT003,EXH0037,BluePeak Consulting Inc,EVT003_BTH_0011,HZB02-B005,zoneB,HZB02,East Hall 2,corner,18,active,2025-12-15T10:00:00+00:00,Standard,0,30600
EVT003,EXH0060,IronGate Solutions S.A.,EVT003_BTH_0012,HZB03-B001,zoneB,HZB03,East Hall 3,standard,9,active,2025-12-15T10:00:00+00:00,Starter,0.05,11970
EVT003,EXH0151,Orion Engineering LLC,EVT003_BTH_0013,HZB03-B002,zoneB,HZB03,East Hall 3,standard,18,active,2025-12-15T10:00:00+00:00,Standard,0,30600
EVT003,EXH0176,Pulse Labs Ltd,EVT003_BTH_0014,HZB03-B003,zoneB,HZB03,East Hall 3,corner,18,active,2025-12-15T10:00:00+00:00,Premium,0,37800
EVT003,EXH0030,Fusion Services S.A.,EVT003_BTH_0015,HZB03-B004,zoneB,HZB03,East Hall 3,standard,12,active,2025-12-15T10:00:00+00:00,Standard,0,20400
EVT003,EXH0079,Apex Systems LLC,EVT003_BTH_0016,HZB03-B005,zoneB,HZB03,East Hall 3,corner,12,active,2025-12-15T10:00:00+00:00,Standard,0,20400
EVT003,EXH0004,Lumina Networks PLC,EVT003_BTH_0017,HZB04-B001,zoneB,HZB04,East Hall 4,standard,24,active,2025-12-15T10:00:00+00:00,Premium,0,50400
EVT003,EXH0056,Nimbus Security PLC,EVT003_BTH_0018,HZB04-B002,zoneB,HZB04,East Hall 4,standard,12,active,2025-12-15T10:00:00+00:00,Standard,0.05,19380
EVT003,EXH0107,Pulse Technologies PLC,EVT003_BTH_0019,HZB04-B003,zoneB,HZB04,East Hall 4,standard,18,active,2025-12-15T10:00:00+00:00,Standard,0,30600
EVT003,EXH0100,SilverLine Technologies PLC,EVT003_BTH_0020,HZC01-B001,zoneC,HZC01,Hall 1,standard,9,active,2025-12-15T10:00:00+00:00,Starter,0.1,11340
EVT003,EXH0212,Aurora Platforms FZ-LLC,EVT003_BTH_0021,HZC01-B002,zoneC,HZC01,Hall 1,corner,9,active,2025-12-15T10:00:00+00:00,Starter,0,12600
EVT003,EXH0169,Vanguard Automation LLC,EVT003_BTH_0022,HZC01-B003,zoneC,HZC01,Hall 1,standard,36,active,2025-12-15T10:00:00+00:00,Platinum,0,93600
EVT003,EXH0142,SilverLine Networks LLC,EVT003_BTH_0023,HZB08-B001,zoneB,HZB08,Hall 10,standard,12,active,2025-12-15T10:00:00+00:00,Standard,0.05,19380
EVT003,EXH0228,Kairo Security GmbH,EVT003_BTH_0024,HZB08-B002,zoneB,HZB08,Hall 10,standard,12,active,2025-12-15T10:00:00+00:00,Starter,0.05,15960
EVT003,EXH0097,Helio Security Ltd,EVT003_BTH_0025,HZB08-B003,zoneB,HZB08,Hall 10,standard,18,active,2025-12-15T10:00:00+00:00,Standard,0.1,27540
EVT003,EXH0131,Vertex Dynamics S.A.,EVT003_BTH_0026,HZB08-B004,zoneB,HZB08,Hall 10,standard,9,active,2025-12-15T10:00:00+00:00,Starter,0.1,11340
EVT003,EXH0036,CloudNine Consulting LLC,EVT003_BTH_0027,HZC03-B001,zoneC,HZC03,Hall 3,corner,24,active,2025-12-15T10:00:00+00:00,Premium,0,50400
EVT003,EXH0189,IronGate Dynamics LLC,EVT003_BTH_0028,HZC03-B002,zoneC,HZC03,Hall 3,standard,9,active,2025-12-15T10:00:00+00:00,Starter,0.05,11970
EVT003,EXH0173,RedStone Systems Ltd,EVT003_BTH_0029,HZC03-B003,zoneC,HZC03,Hall 3,island,24,active,2025-12-15T10:00:00+00:00,Premium,0,50400
EVT003,EXH0230,Vertex Dynamics Ltd,EVT003_BTH_0030,HZC03-B004,zoneC,HZC03,Hall 3,corner,12,active,2025-12-15T10:00:00+00:00,Standard,0,20400
EVT003,EXH0132,Terra Intelligence GmbH,EVT003_BTH_0031,HZC03-B005,zoneC,HZC03,Hall 3,standard,12,active,2025-12-15T10:00:00+00:00,Starter,0.1,15120
EVT003,EXH0122,Polaris Dynamics Ltd,EVT003_BTH_0032,HZC04-B001,zoneC,HZC04,Hall 4,standard,9,active,2025-12-15T10:00:00+00:00,Starter,0,12600
EVT003,EXH0158,Cobalt Labs FZ-LLC,EVT003_BTH_0033,HZC04-B002,zoneC,HZC04,Hall 4,corner,24,active,2025-12-15T10:00:00+00:00,Premium,0,50400
EVT003,EXH0029,Sentra Analytics FZ-LLC,EVT003_BTH_0034,HZC04-B003,zoneC,HZC04,Hall 4,standard,12,active,2025-12-15T10:00:00+00:00,Starter,0,16800
EVT003,EXH0240,Atlas Networks LLC,EVT003_BTH_0035,HZC04-B004,zoneC,HZC04,Hall 4,standard,9,active,2025-12-15T10:00:00+00:00,Starter,0.05,11970
EVT003,EXH0071,Terra Technologies Ltd,EVT003_BTH_0036,HZC05-B001,zoneC,HZC05,Hall 5,corner,24,active,2025-12-15T10:00:00+00:00,Premium,0,50400
EVT003,EXH0150,Sentra Security Ltd,EVT003_BTH_0037,HZC06-B001,zoneC,HZC06,Hall 6,standard,12,active,2025-12-15T10:00:00+00:00,Starter,0,16800
EVT003,EXH0248,Skyline Consulting S.A.,EVT003_BTH_0038,HZC06-B002,zoneC,HZC06,Hall 6,standard,9,active,2025-12-15T10:00:00+00:00,Starter,0,12600
EVT003,EXH0047,BluePeak Systems LLC,EVT003_BTH_0039,HZC06-B003,zoneC,HZC06,Hall 6,standard,9,active,2025-12-15T10:00:00+00:00,Starter,0,12600
EVT003,EXH0226,Polaris Labs S.A.,EVT003_BTH_0040,HZC06-B004,zoneC,HZC06,Hall 6,corner,18,active,2025-12-15T10:00:00+00:00,Premium,0.1,34020
EVT003,EXH0123,Stratus Systems Inc (EXH0123),EVT003_BTH_0041,HZC06-B005,zoneC,HZC06,Hall 6,standard,12,active,2025-12-15T10:00:00+00:00,Starter,0.05,15960
EVT003,EXH0215,Lumina Intelligence PLC,EVT003_BTH_0042,HZB05-B001,zoneB,HZB05,Hall 7,standard,12,active,2025-12-15T10:00:00+00:00,Starter,0,16800
EVT003,EXH0184,Nexa Dynamics Ltd,EVT003_BTH_0043,HZB05-B002,zoneB,HZB05,Hall 7,standard,9,active,2025-12-15T10:00:00+00:00,Starter,0,12600
EVT003,EXH0241,SilverLine Automation Inc (EXH0241),EVT003_BTH_0044,HZB05-B003,zoneB,HZB05,Hall 7,standard,12,active,2025-12-15T10:00:00+00:00,Starter,0.05,15960
EVT003,EXH0090,Keystone Consulting GmbH,EVT003_BTH_0045,HZB05-B004,zoneB,HZB05,Hall 7,standard,9,active,2025-12-15T10:00:00+00:00,Starter,0.05,11970
EVT003,EXH0155,Quant Solutions LLC,EVT003_BTH_0046,HZB05-B005,zoneB,HZB05,Hall 7,standard,9,active,2025-12-15T10:00:00+00:00,Starter,0,12600
EVT003,EXH0201,Cobalt Solutions LLC,EVT003_BTH_0047,HZB06-B001,zoneB,HZB06,Hall 8,standard,12,active,2025-12-15T10:00:00+00:00,Starter,0,16800
EVT003,EXH0244,Kairo Services GmbH,EVT003_BTH_0048,HZB06-B002,zoneB,HZB06,Hall 8,standard,9,active,2025-12-15T10:00:00+00:00,Starter,0.1,11340
EVT003,EXH0190,Keystone Technologies GmbH,EVT003_BTH_0049,HZB06-B003,zoneB,HZB06,Hall 8,corner,18,active,2025-12-15T10:00:00+00:00,Premium,0,37800
EVT003,EXH0006,RedStone Engineering PLC,EVT003_BTH_0050,HZB06-B004,zoneB,HZB06,Hall 8,standard,9,active,2025-12-15T10:00:00+00:00,Starter,0,12600
EVT003,EXH0157,RedStone Systems S.A.,EVT003_BTH_0051,HZB06-B005,zoneB,HZB06,Hall 8,standard,12,active,2025-12-15T10:00:00+00:00,Starter,0,16800
EVT003,EXH0105,IronGate Analytics Ltd,EVT003_BTH_0052,HZB07-B001,zoneB,HZB07,Hall 9,standard,24,active,2025-12-15T10:00:00+00:00,Premium,0.05,47880
EVT003,EXH0183,Atlas Services GmbH,EVT003_BTH_0053,HZB07-B002,zoneB,HZB07,Hall 9,standard,24,active,2025-12-15T10:00:00+00:00,Premium,0.05,47880
EVT003,EXH0182,Sentra Cloud Inc,EVT003_BTH_0054,HZB07-B003,zoneB,HZB07,Hall 9,standard,18,active,2025-12-15T10:00:00+00:00,Standard,0.05,29070
EVT003,EXH0249,Quant Intelligence GmbH,EVT003_BTH_0055,HZD01-B001,zoneD,HZD01,North Hall 1,corner,12,active,2025-12-15T10:00:00+00:00,Starter,0,16800
EVT003,EXH0186,Vanguard Networks Ltd,EVT003_BTH_0056,HZD01-B002,zoneD,HZD01,North Hall 1,standard,9,active,2025-12-15T10:00:00+00:00,Starter,0,12600
EVT003,EXH0049,Quant Digital S.A.,EVT003_BTH_0057,HZD01-B003,zoneD,HZD01,North Hall 1,standard,12,active,2025-12-15T10:00:00+00:00,Starter,0,16800
EVT003,EXH0187,Cobalt Cloud FZ-LLC,EVT003_BTH_0058,HZD01-B004,zoneD,HZD01,North Hall 1,standard,12,active,2025-12-15T10:00:00+00:00,Starter,0,16800
EVT003,EXH0196,Helio Cloud Ltd,EVT003_BTH_0059,HZD01-B005,zoneD,HZD01,North Hall 1,standard,9,active,2025-12-15T10:00:00+00:00,Starter,0,12600
EVT003,EXH0093,Nexa Dynamics PLC,EVT003_BTH_0060,HZD01-B006,zoneD,HZD01,North Hall 1,standard,12,active,2025-12-15T10:00:00+00:00,Standard,0.05,19380
EVT003,EXH0020,RedStone Intelligence Ltd,EVT003_BTH_0061,HZD02-B001,zoneD,HZD02,North Hall 2,standard,12,active,2025-12-15T10:00:00+00:00,Starter,0,16800
EVT003,EXH0050,Atlas Networks PLC,EVT003_BTH_0062,HZD02-B002,zoneD,HZD02,North Hall 2,standard,18,active,2025-12-15T10:00:00+00:00,Standard,0,30600
EVT003,EXH0117,Aurora Networks FZ-LLC,EVT003_BTH_0063,HZD02-B003,zoneD,HZD02,North Hall 2,corner,9,active,2025-12-15T10:00:00+00:00,Starter,0,12600
EVT003,EXH0001,Helio Automation Ltd,EVT003_BTH_0064,HZD03-B001,zoneD,HZD03,North Hall 3,standard,9,active,2025-12-15T10:00:00+00:00,Starter,0.05,11970
EVT003,EXH0012,Aurora Solutions GmbH,EVT003_BTH_0065,HZD03-B002,zoneD,HZD03,North Hall 3,standard,24,active,2025-12-15T10:00:00+00:00,Premium,0,50400
EVT003,EXH0068,Polaris Labs Inc,EVT003_BTH_0066,HZD03-B003,zoneD,HZD03,North Hall 3,standard,24,active,2025-12-15T10:00:00+00:00,Premium,0,50400
EVT003,EXH0147,Atlas Engineering PLC,EVT003_BTH_0067,HZD05-B001,zoneD,HZD05,North Hall 5,corner,9,active,2025-12-15T10:00:00+00:00,Starter,0,12600
EVT003,EXH0148,Pulse Intelligence Ltd,EVT003_BTH_0068,HZD05-B002,zoneD,HZD05,North Hall 5,corner,12,active,2025-12-15T10:00:00+00:00,Standard,0,20400
EVT003,EXH0194,Nimbus Intelligence LLC (EXH0194),EVT003_BTH_0069,HZD05-B003,zoneD,HZD05,North Hall 5,standard,9,active,2025-12-15T10:00:00+00:00,Starter,0.05,11970
EVT003,EXH0067,Saffron Services S.A.,EVT003_BTH_0070,HZD05-B004,zoneD,HZD05,North Hall 5,standard,12,active,2025-12-15T10:00:00+00:00,Starter,0,16800
EVT003,EXH0106,CloudNine Consulting GmbH,EVT003_BTH_0071,HZD06-B001,zoneD,HZD06,North Hall 6,corner,18,active,2025-12-15T10:00:00+00:00,Standard,0,30600
EVT003,EXH0091,Skyline Dynamics PLC,EVT003_BTH_0072,HZD06-B002,zoneD,HZD06,North Hall 6,standard,12,active,2025-12-15T10:00:00+00:00,Starter,0.1,15120
EVT003,EXH0125,SilverLine Solutions Ltd,EVT003_BTH_0073,HZD06-B003,zoneD,HZD06,North Hall 6,standard,12,active,2025-12-15T10:00:00+00:00,Starter,0,16800
EVT003,EXH0192,Vertex Systems GmbH,EVT003_BTH_0074,HZD06-B004,zoneD,HZD06,North Hall 6,standard,18,active,2025-12-15T10:00:00+00:00,Standard,0,30600
EVT003,EXH0152,Sentra Intelligence LLC,EVT003_BTH_0075,HZA01-B001,zoneA,HZA01,South Hall 1,corner,12,active,2025-12-15T10:00:00+00:00,Starter,0.05,15960
EVT003,EXH0229,Nova Networks Inc,EVT003_BTH_0076,HZA01-B002,zoneA,HZA01,South Hall 1,standard,12,active,2025-12-15T10:00:00+00:00,Starter,0,16800
EVT003,EXH0144,Vertex Intelligence PLC,EVT003_BTH_0077,HZA01-B003,zoneA,HZA01,South Hall 1,standard,9,active,2025-12-15T10:00:00+00:00,Starter,0,12600
EVT003,EXH0027,IronGate Intelligence FZ-LLC,EVT003_BTH_0078,HZA01-B004,zoneA,HZA01,South Hall 1,island,36,active,2025-12-15T10:00:00+00:00,Platinum,0.05,88920
EVT003,EXH0073,BluePeak Networks S.A.,EVT003_BTH_0079,HZA01-B005,zoneA,HZA01,South Hall 1,standard,12,active,2025-12-15T10:00:00+00:00,Standard,0.05,19380
EVT003,EXH0141,Sentra Dynamics PLC,EVT003_BTH_0080,HZA01-B006,zoneA,HZA01,South Hall 1,standard,12,active,2025-12-15T10:00:00+00:00,Starter,0.1,15120
EVT003,EXH0175,Apex Digital Ltd,EVT003_BTH_0081,HZA02-B001,zoneA,HZA02,South Hall 2,standard,12,active,2025-12-15T10:00:00+00:00,Starter,0,16800
EVT003,EXH0137,CloudNine Automation FZ-LLC,EVT003_BTH_0082,HZA02-B002,zoneA,HZA02,South Hall 2,standard,18,active,2025-12-15T10:00:00+00:00,Standard,0.1,27540
EVT003,EXH0238,Orion Networks Ltd,EVT003_BTH_0083,HZA02-B003,zoneA,HZA02,South Hall 2,standard,9,active,2025-12-15T10:00:00+00:00,Starter,0,12600
EVT003,EXH0033,Polaris Consulting GmbH,EVT003_BTH_0084,HZA02-B004,zoneA,HZA02,South Hall 2,standard,12,active,2025-12-15T10:00:00+00:00,Standard,0,20400
EVT003,EXH0010,Nimbus Security GmbH,EVT003_BTH_0085,HZA02-B005,zoneA,HZA02,South Hall 2,standard,18,active,2025-12-15T10:00:00+00:00,Premium,0,37800
EVT003,EXH0146,Fusion Services GmbH,EVT003_BTH_0086,HZA03-B001,zoneA,HZA03,South Hall 3,standard,12,active,2025-12-15T10:00:00+00:00,Starter,0,16800
EVT003,EXH0225,Zenith Services PLC,EVT003_BTH_0087,HZA03-B002,zoneA,HZA03,South Hall 3,standard,9,active,2025-12-15T10:00:00+00:00,Starter,0.05,11970
EVT003,EXH0220,BluePeak Intelligence S.A.,EVT003_BTH_0088,HZA03-B003,zoneA,HZA03,South Hall 3,standard,12,active,2025-12-15T10:00:00+00:00,Starter,0.1,15120
EVT003,EXH0095,Nexa Intelligence Inc,EVT003_BTH_0089,HZA03-B004,zoneA,HZA03,South Hall 3,corner,9,active,2025-12-15T10:00:00+00:00,Starter,0,12600
EVT003,EXH0179,Iris Services Inc,EVT003_BTH_0090,HZA03-B005,zoneA,HZA03,South Hall 3,standard,9,active,2025-12-15T10:00:00+00:00,Starter,0,12600
EVT003,EXH0239,IronGate Platforms Inc,EVT003_BTH_0091,HZA03-B006,zoneA,HZA03,South Hall 3,standard,24,active,2025-12-15T10:00:00+00:00,Premium,0,50400
EVT003,EXH0177,Saffron Solutions Inc,EVT003_BTH_0092,HZA04-B001,zoneA,HZA04,South Hall 4,standard,9,active,2025-12-15T10:00:00+00:00,Starter,0.05,11970
EVT003,EXH0092,Apex Security GmbH,EVT003_BTH_0093,HZA04-B002,zoneA,HZA04,South Hall 4,standard,12,active,2025-12-15T10:00:00+00:00,Standard,0,20400
